cohort	cohort_role	genetic_background	region	estimand	cell_type	gene	effect_scale	effect	se	ci_low	ci_high	p_value	adjusted_p	adjusted_p_scope	n_donors	source_file	direction	significant_adjusted_0_05	meta_eligible	meta_exclusion_reason
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	STARD13	log2FC	0.49244230736278	0.258195674734872	-0.0136212151175683	0.998505829843128	0.0697795609828525	0.620878009417574	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	STARD13	log2FC	0.391461457219823	0.24373452349033	-0.0862582088212243	0.86918112326087	0.112958051276984	0.711968586908193	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	ARHGAP35	log2FC	0.156056005196845	0.156357956966183	-0.150405590456874	0.462517600850564	0.321982554971282	0.904117977559384	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	ARHGAP39	log2FC	-0.0799638806802818	0.215798111532741	-0.502928179284453	0.34300041792389	0.712189500875633	0.991877891891114	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	BAG3	log2FC	0.52670251669286	0.353972392339579	-0.167083372292714	1.22048840567843	0.141639091820839	0.764078208161329	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	BCR	log2FC	0.383451047470124	0.205528320700273	-0.0193844611024114	0.786286556042659	0.0666426869726301	0.621133015186951	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	CCT5	log2FC	0.281135370564026	0.297331819385487	-0.301634995431529	0.863905736559581	0.347924950435688	0.915546276039762	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	CCT8	log2FC	-0.104385541794747	0.232061015381295	-0.559225131942084	0.35045404835259	0.654351588099221	0.985847766341391	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	CHORDC1	log2FC	0.37554225353834	0.300128178010983	-0.212708975363187	0.963793482439867	0.215383984445869	0.834257212441587	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	COA3	log2FC	-0.0260410044162152	0.371114847768264	-0.753426106042012	0.701344097209582	0.944276126139726	0.999786658135162	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	COX5B	log2FC	-0.272061751954921	0.535751361094607	-1.32213441970035	0.778010915790508	0.613341456589541	0.981294570851437	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	COX7C	log2FC	0.128761182391352	0.535034507927175	-0.919906453145911	1.17742881792861	0.810593332556342	0.996850107182809	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	DOCK7	log2FC	0.0419972469417154	0.140691659770908	-0.233758406209265	0.317752900092696	0.766278651806302	0.996850107182809	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	HSP90AA1	log2FC	-0.0240381200869031	0.377844826960188	-0.764613980928871	0.716537740755065	0.949473183682567	0.999786658135162	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	HSP90AB1	log2FC	-0.230517989319235	0.302240214157437	-0.82290880906781	0.361872830429341	0.448457075129745	0.950954933880212	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	MAP1B	log2FC	-0.242076379619988	0.174765667219616	-0.584617087370435	0.100464328130459	0.170787983396491	0.799303822490576	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	MAPT	log2FC	0.16889414883329	0.135490104117412	-0.096666455236838	0.434454752903418	0.217081811734187	0.834925038679614	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	PARK7	log2FC	-0.133166764869795	0.336776727634465	-0.793249151033346	0.526915621293756	0.693849886898027	0.988408368023745	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Excitatory neuron	STARD13	log2FC	0.158993853742203	0.206691106648927	-0.246120715289694	0.5641084227741	0.444567347516354	0.950954933880212	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	ARHGAP35	log2FC	0.129416310380828	0.147283565532555	-0.159259478062979	0.418092098824635	0.38277053523761	0.889906681283033	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	ARHGAP39	log2FC	0.0633544976908382	0.178454427052597	-0.286416179332252	0.413125174713928	0.723712614613274	0.970584695507083	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	BAG3	log2FC	0.20703534668378	0.460820964350178	-0.696173743442569	1.11024443681013	0.654710845269613	0.95610366381767	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	BCR	log2FC	0.252749870233111	0.178486249123943	-0.0970831780498177	0.60258291851604	0.161473937647075	0.752223249221696	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	CCT5	log2FC	0.240985169025067	0.258414388317695	-0.265507032077615	0.747477370127749	0.35446279640399	0.880685703515346	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	CCT8	log2FC	0.0266563966540829	0.226515602851348	-0.417314184934559	0.470626978242725	0.906679852334912	0.989095585062744	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	CHORDC1	log2FC	0.501840407334369	0.318819749347889	-0.123046301387493	1.12672711605623	0.120402100611886	0.69800103557396	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	COA3	log2FC	-0.263274075548188	0.398940403250725	-1.04519726591961	0.518649114823234	0.511601934410046	0.927190225667708	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	COX5B	log2FC	-0.401209720519649	0.512288685616679	-1.40529554432834	0.602876103289042	0.436475066451126	0.910807605348897	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	COX7C	log2FC	0.042378991816225	0.513062030984608	-0.963222588913608	1.04798057254606	0.93443264643796	0.992581878651996	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	DOCK7	log2FC	0.228038005915672	0.141858090970864	-0.050003852387222	0.506079864218566	0.112735274587269	0.689998961027448	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	HSP90AA1	log2FC	0.0173381116435714	0.319660852690111	-0.609197159629046	0.643873382916189	0.956915966704811	0.994360896284791	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	HSP90AB1	log2FC	-0.0159070809511022	0.244321719666298	-0.494777651497047	0.462963489594843	0.948288848401868	0.993425470145094	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	MAP1B	log2FC	-0.102887680872072	0.153147849879499	-0.40305746663589	0.197282104891745	0.504052685649734	0.92577673216632	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	MAPT	log2FC	0.0715211883896885	0.141023500126672	-0.204884871858589	0.347927248637966	0.613740933875825	0.94708306882174	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Inhibitory neuron	PARK7	log2FC	-0.083552479649196	0.325629746365274	-0.721786782525134	0.554681823226742	0.798303152861744	0.979786586446954	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
